class,pairs,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16
0,qid:343,3,1,3,3,1,2,0,0,0,0,6,20,7,2,1.1,2
1,qid:343,0,0,1,0,0,17,0,0,0,1,2,22,2,1,1.5,2
1,qid:344,1,0,0,1,1,5,0,0,0,0,1,9,2,0,1,1
0,qid:344,0,0,1,0,0,13,0,0,0,0,3,18,2,1,1.5,2
0,qid:345,3,1,2,0,2,1,0,0,0,0,4,14,5,2,1.8,2
1,qid:345,1,0,1,0,0,17,0,0,0,0,3,24,2,1,1.5,2
0,qid:346,4,1,3,1,2,2,0,0,1,1,6,22,10,3,2.1,3
1,qid:346,4,0,2,2,2,0,0,0,0,0,8,20,9,4,1.7,3
1,qid:347,0,0,0,5,2,2,0,0,0,2,8,20,8,2,2,3
0,qid:347,1,4,3,3,1,3,0,0,0,1,6,22,9,4,1.6,3
1,qid:348,0,1,0,1,2,2,1,0,0,1,3,11,6,0,2.5,4
0,qid:348,1,2,0,1,1,3,1,0,0,0,6,15,7,1,3.3,5
1,qid:349,1,1,3,0,3,1,0,0,0,0,7,16,6,1,2.8,4
0,qid:349,1,1,2,2,1,1,0,1,0,1,8,19,6,2,1.7,3
0,qid:350,1,2,1,3,2,3,0,1,0,2,4,20,8,3,2.3,4
1,qid:350,0,0,1,2,1,1,0,0,0,0,3,8,4,1,2.3,3
1,qid:351,1,1,2,2,2,1,0,0,0,0,7,17,6,1,2.2,3
0,qid:351,1,0,3,1,4,3,0,1,0,0,5,19,8,2,3.1,4
1,qid:352,0,0,0,1,3,2,0,0,1,2,4,15,7,2,1.4,2
0,qid:352,1,1,0,0,2,4,0,0,1,0,4,13,6,2,1.3,2
0,qid:353,1,0,1,1,2,1,0,2,0,1,5,16,8,3,1.8,2
1,qid:353,1,0,0,2,2,2,0,0,2,0,7,19,8,2,2,3
0,qid:354,0,2,2,4,0,2,0,1,0,0,7,19,6,1,2.2,3
1,qid:354,0,0,1,2,1,2,0,0,0,2,5,14,5,1,1.2,2
0,qid:355,2,0,1,1,1,3,0,0,1,1,3,14,7,2,1.4,2
1,qid:355,1,0,1,6,1,2,0,0,0,2,3,16,7,2,1.7,3
0,qid:356,0,1,0,3,3,1,1,1,0,2,7,20,9,2,1.8,3
1,qid:356,2,0,2,2,1,2,0,0,0,3,5,17,10,2,2.4,3
0,qid:357,3,1,1,2,1,0,0,1,0,0,7,18,7,2,2.3,3
1,qid:357,1,1,1,1,1,3,0,0,1,2,6,18,8,3,2.6,4
0,qid:358,0,3,0,4,1,3,0,0,0,1,9,22,9,3,2.3,4
1,qid:358,1,1,2,1,0,1,0,0,0,0,5,11,4,2,2.3,3
0,qid:359,0,0,2,1,1,1,2,0,0,1,1,9,5,2,1.2,2
1,qid:359,1,0,1,1,2,5,0,0,0,0,4,14,6,2,2.8,3
1,qid:360,0,0,1,0,2,1,0,0,0,1,4,10,4,1,2,3
0,qid:360,1,0,1,2,3,5,0,0,0,0,8,21,11,3,2.9,3
0,qid:361,2,0,0,2,1,1,0,0,0,1,4,12,5,2,2.2,2
1,qid:361,0,0,2,1,1,2,0,0,0,0,3,9,4,1,2.5,4
0,qid:362,2,1,0,1,1,3,0,1,1,1,5,16,7,2,1.1,2
1,qid:362,0,1,1,4,0,2,0,0,1,0,4,13,5,1,2.2,3
0,qid:363,0,2,6,1,0,2,0,1,1,2,6,21,7,1,3.4,5
1,qid:363,0,1,1,0,3,1,0,0,1,1,3,11,7,2,1.9,3
0,qid:364,1,0,4,3,1,1,1,2,1,0,5,19,5,1,2.2,3
1,qid:364,2,2,1,0,1,1,0,1,1,0,4,13,4,1,2,3
0,qid:365,1,2,0,1,1,0,1,0,1,0,3,11,4,2,2.3,3
1,qid:365,2,2,0,1,0,1,0,0,0,0,5,11,4,2,1.8,2
0,qid:366,3,1,2,1,1,1,0,2,0,0,7,18,5,1,1.8,2
1,qid:366,2,0,2,1,0,2,0,0,1,1,5,14,5,2,2,3
1,qid:367,0,3,2,2,1,2,0,0,1,0,7,20,7,1,2.4,3
0,qid:367,3,1,0,1,5,2,0,0,0,2,8,22,6,4,2.3,3
0,qid:368,2,1,1,3,2,1,1,0,1,0,4,17,7,1,2.4,4
1,qid:368,1,4,1,1,2,2,0,0,0,2,8,21,9,1,1.8,3
0,qid:369,1,1,2,1,1,1,0,1,0,0,6,16,5,1,2,2
1,qid:369,1,2,2,2,1,1,0,0,0,1,7,17,5,0,1.8,3
1,qid:370,3,2,0,1,2,0,0,0,0,1,4,13,5,1,1.6,3
0,qid:370,1,0,0,2,1,2,0,1,0,1,3,13,4,1,1.8,3
1,qid:371,0,0,2,1,0,0,0,0,0,0,2,7,1,1,1,1
0,qid:371,2,2,2,0,2,1,0,2,0,1,5,18,6,2,1.8,2
1,qid:372,1,2,3,0,2,2,0,0,0,0,6,16,8,2,2.3,3
0,qid:372,2,0,2,2,2,1,0,0,2,1,5,20,7,2,2.9,4
0,qid:373,0,2,2,1,3,1,0,1,1,0,8,22,6,1,2.2,2
1,qid:373,0,0,0,2,2,2,0,0,0,1,4,11,5,3,2.2,3
0,qid:374,1,2,0,3,6,2,0,0,2,1,5,22,9,3,2.1,4
1,qid:374,3,2,1,0,3,2,0,0,1,3,6,22,7,2,2.1,3
0,qid:375,0,0,0,1,1,3,0,0,0,1,4,10,4,1,1.5,2
1,qid:375,0,0,0,0,1,3,0,0,0,1,5,10,2,1,1.5,2
1,qid:376,1,1,1,4,2,2,0,2,0,0,4,17,5,2,2.2,2
0,qid:376,2,2,1,1,2,2,0,2,0,0,8,21,8,4,2.5,3
1,qid:377,0,0,2,0,0,2,0,0,0,1,2,7,3,1,1.7,2
0,qid:377,0,0,0,2,3,2,0,1,0,3,4,16,6,3,1,1
1,qid:378,0,1,4,2,0,3,0,0,1,0,8,19,8,3,2,2
0,qid:378,1,0,2,3,2,3,0,0,1,0,6,18,8,3,2.3,3
0,qid:379,1,4,1,1,0,1,1,0,1,1,7,20,8,2,2,2
1,qid:379,0,0,1,4,2,1,0,0,1,2,4,15,5,2,1.2,2
0,qid:380,1,0,2,1,1,6,0,0,0,2,6,20,6,1,1.5,3
1,qid:380,2,2,1,0,1,1,0,0,0,1,5,13,5,2,1.4,2
0,qid:381,2,1,1,1,3,3,0,0,1,0,6,18,8,3,2.4,3
1,qid:381,1,0,1,0,3,3,0,0,1,1,5,15,7,1,2.6,4
0,qid:382,2,0,2,1,1,1,0,0,1,1,3,12,4,1,2.5,4
1,qid:382,0,0,1,0,2,3,0,0,1,0,5,12,4,0,1.5,2
1,qid:383,1,1,1,1,3,0,0,0,1,1,4,14,3,2,2,3
0,qid:383,2,3,1,0,3,3,0,2,0,1,8,24,10,2,1.9,3
0,qid:384,2,1,1,2,2,2,0,1,0,1,6,19,7,1,1.3,2
1,qid:384,1,0,0,1,2,3,0,1,0,0,4,14,5,0,1.4,2
0,qid:385,2,3,0,1,1,7,1,0,0,1,10,26,11,4,1.9,2
1,qid:385,0,0,0,1,1,5,0,1,0,1,5,14,6,2,2.3,3
1,qid:386,0,1,1,0,2,1,0,0,0,0,6,12,4,2,1.3,2
0,qid:386,1,1,2,2,3,3,0,1,1,1,7,22,10,2,2.4,3
1,qid:387,1,2,2,2,1,2,0,0,0,1,7,19,8,1,3.6,6
0,qid:387,1,0,0,1,1,5,0,1,0,0,4,13,5,1,1.8,2
1,qid:388,0,1,0,4,1,2,0,1,0,1,5,16,8,2,2,3
0,qid:388,2,1,1,3,1,1,0,1,0,2,6,18,7,1,2.1,2
1,qid:389,1,0,1,2,1,4,0,0,1,1,9,20,5,1,2.4,4
0,qid:389,0,0,2,1,3,3,0,1,0,1,4,15,8,2,1.9,2
1,qid:390,1,1,1,0,3,4,0,0,1,0,6,18,8,1,2,3
0,qid:390,7,1,1,3,1,1,0,1,0,0,6,21,7,0,2,3
0,qid:391,2,0,1,1,2,2,0,1,0,1,5,15,5,1,1.8,3
1,qid:391,0,0,0,2,0,5,0,0,1,2,2,12,5,1,1.4,2
0,qid:392,3,0,1,1,1,2,0,0,0,0,8,18,7,2,1.9,3
1,qid:392,2,1,0,1,1,2,0,0,0,0,6,16,7,3,1,1
0,qid:393,1,0,0,0,1,2,0,0,0,0,2,6,2,1,1,1
1,qid:393,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0
0,qid:394,1,1,1,0,1,2,0,0,0,2,5,15,5,0,1.8,2
1,qid:394,0,1,0,1,1,0,0,0,0,1,3,7,2,1,1.5,2
1,qid:395,1,1,1,3,1,1,0,0,0,1,7,17,5,2,1.6,2
0,qid:395,3,1,1,2,0,4,0,0,0,1,9,23,9,2,2.7,3
1,qid:396,0,1,0,1,1,3,0,0,0,0,5,12,4,1,1.5,2
0,qid:396,2,1,0,2,1,3,0,0,0,0,5,15,7,2,2.1,3
0,qid:397,1,0,1,2,1,2,0,1,0,1,3,12,4,0,2,3
1,qid:397,1,0,0,1,2,1,0,0,0,0,5,10,4,1,1.5,2
1,qid:398,0,3,0,0,0,0,0,1,0,0,2,6,1,0,1,1
0,qid:398,2,0,1,1,2,1,0,1,0,1,5,14,4,1,1.5,2
0,qid:399,0,3,2,2,0,2,0,1,0,0,6,17,7,1,2.4,3
1,qid:399,0,0,1,0,0,2,0,0,0,0,1,5,3,0,1.3,2
1,qid:400,0,0,0,0,1,3,0,0,0,0,1,5,3,0,1.3,2
0,qid:400,0,0,0,0,1,6,0,0,0,1,9,17,5,3,1.6,3
0,qid:401,1,1,1,1,1,0,0,1,0,0,4,11,5,0,1.8,3
1,qid:401,1,0,1,0,1,0,0,0,0,0,1,4,2,0,1.5,2
0,qid:402,0,1,0,2,0,0,0,0,0,0,2,6,2,1,1.5,2
1,qid:402,0,0,0,0,3,0,0,0,0,0,1,4,2,0,1.5,2
0,qid:403,2,0,2,0,1,1,1,0,0,0,4,11,5,1,1.8,2
1,qid:403,1,0,0,1,4,0,0,0,0,1,4,13,4,1,1.5,2
1,qid:404,0,1,0,3,1,2,0,0,0,0,3,10,5,1,1.8,2
0,qid:404,2,0,1,2,0,6,0,0,0,1,3,16,7,1,2,3
1,qid:405,0,2,0,1,0,3,0,0,0,2,5,14,5,2,1.6,3
0,qid:405,2,0,1,0,3,2,0,0,0,0,4,13,6,1,2.8,4
0,qid:406,1,0,1,1,2,1,0,0,0,0,3,10,3,0,1.3,2
1,qid:406,0,0,0,1,1,3,0,0,0,0,1,6,3,0,1.3,2
1,qid:407,0,0,1,0,1,1,0,0,0,0,0,3,2,0,1.5,2
0,qid:407,3,2,1,1,1,1,0,0,0,0,5,16,7,1,2,2
1,qid:408,0,1,0,0,0,3,0,1,0,2,3,11,5,1,1.2,2
0,qid:408,0,1,0,4,1,7,0,1,0,0,6,20,10,2,2,4
1,qid:409,1,0,1,0,1,2,0,1,0,1,4,11,5,0,1.4,2
0,qid:409,0,0,1,0,1,1,1,0,0,0,2,6,3,2,1.3,2
0,qid:410,1,0,1,1,1,3,0,0,0,2,5,15,6,2,1.7,3
1,qid:410,1,0,0,2,0,0,0,0,0,0,2,5,2,1,1.5,2
0,qid:411,1,1,1,1,2,3,0,1,1,2,6,20,8,2,3.1,4
1,qid:411,0,1,0,0,1,2,0,0,0,1,2,7,3,1,1.3,2
1,qid:412,0,2,0,1,0,0,0,0,0,1,1,5,2,2,1,1
0,qid:412,1,2,3,1,2,1,0,0,0,1,7,19,8,3,2.1,2
1,qid:413,1,0,0,1,2,4,0,1,0,0,4,14,4,1,1.3,2
0,qid:413,0,1,3,0,2,2,0,1,0,0,10,19,7,2,1.6,3
1,qid:414,1,1,2,5,1,1,0,0,0,0,5,21,5,1,2,3
0,qid:414,3,1,1,2,1,6,0,0,1,2,5,24,8,2,2.5,5
1,qid:415,0,0,0,2,0,2,0,0,1,0,2,7,2,0,1.5,2
0,qid:415,0,1,1,0,2,4,0,0,1,0,8,17,6,1,2.5,4
1,qid:416,1,1,0,0,0,2,0,0,1,0,2,7,2,0,1.5,2
0,qid:416,1,1,0,1,2,4,0,0,0,0,7,17,4,1,1.3,2
0,qid:417,3,0,5,2,3,2,0,0,0,0,7,22,9,2,1.6,2
1,qid:417,1,2,0,1,2,1,0,0,0,0,5,12,5,1,1.4,2
0,qid:418,1,2,1,4,4,0,0,0,1,1,9,23,8,2,2.1,3
1,qid:418,0,0,1,2,1,2,0,0,0,1,5,12,5,2,1.4,2
1,qid:419,0,2,4,1,2,2,0,0,0,0,5,18,4,1,1,1
0,qid:419,1,0,2,4,2,0,0,1,0,0,6,18,5,2,1.8,2
1,qid:420,1,2,1,1,1,1,0,0,0,0,4,12,5,1,2.2,3
0,qid:420,0,0,2,1,3,2,0,1,0,0,2,12,4,0,2,3
1,qid:421,1,0,2,0,0,2,0,0,0,1,4,12,4,1,2,3
0,qid:421,0,1,2,0,3,4,0,0,0,1,6,21,8,1,2.9,5
1,qid:422,0,2,0,3,1,3,0,0,0,1,3,13,6,2,2.2,3
0,qid:422,1,1,1,0,1,3,0,0,0,2,7,17,6,3,1.2,2
0,qid:423,1,0,1,1,2,5,0,0,0,2,5,18,9,2,3.1,6
1,qid:423,1,1,0,0,0,4,0,0,0,1,5,12,5,2,1.8,2
1,qid:424,1,0,0,1,2,1,0,0,1,1,0,7,3,2,1.3,2
0,qid:424,0,1,0,4,1,2,0,0,0,0,9,17,6,1,1.5,2
0,qid:425,1,2,1,2,0,0,0,0,0,1,6,13,4,1,1.8,2
1,qid:425,0,0,0,1,0,1,0,0,0,0,2,4,1,1,1,1
1,qid:426,1,0,0,1,2,6,0,1,1,0,9,22,9,3,2.7,4
0,qid:426,0,0,0,2,2,3,0,3,0,1,8,20,6,3,2.7,3
0,qid:427,0,1,0,2,1,1,0,0,0,0,3,9,3,1,1,1
1,qid:427,0,0,0,1,0,2,0,0,0,1,1,6,2,1,1.5,2
0,qid:428,1,3,2,2,0,0,0,0,2,0,5,18,7,1,1.4,2
1,qid:428,0,2,0,0,1,2,0,0,0,0,3,9,3,1,1.7,2
0,qid:429,0,2,1,0,1,3,0,0,1,1,4,15,5,1,1.6,2
1,qid:429,1,0,0,0,2,2,0,0,0,1,2,8,3,2,1.3,2
1,qid:430,0,0,1,1,1,4,0,0,0,3,2,12,4,1,1.3,2
0,qid:430,2,0,2,1,1,6,0,0,0,2,7,21,7,4,1.9,3
0,qid:431,1,1,1,4,0,4,0,0,0,0,9,21,9,2,2,2
1,qid:431,1,1,0,1,1,3,0,0,0,0,5,14,4,1,1.5,2
1,qid:432,1,0,1,2,1,0,0,0,0,1,3,9,4,3,1.5,2
0,qid:432,1,0,2,0,2,4,0,0,0,0,5,15,5,1,1.8,2
1,qid:433,0,0,0,1,0,8,0,0,0,0,7,16,5,2,1.6,2
0,qid:433,0,1,0,1,2,4,0,0,0,2,8,19,6,2,1.3,2
0,qid:434,1,0,0,2,0,3,0,1,0,0,5,12,4,1,2.3,3
1,qid:434,2,2,0,1,0,5,0,0,0,0,7,18,8,0,1.9,2
1,qid:435,0,1,1,0,4,2,0,1,0,0,5,14,5,2,1,1
0,qid:435,0,1,0,3,1,4,0,2,0,1,2,14,7,2,2.6,4
1,qid:436,1,1,0,4,1,2,0,0,0,2,5,16,8,2,2.5,4
0,qid:436,3,0,1,2,0,6,0,1,0,3,7,23,11,3,2.3,4
0,qid:437,3,1,2,4,1,2,0,0,1,0,6,21,9,2,2.8,4
1,qid:437,1,0,0,1,1,8,0,0,0,0,4,16,5,0,2,3
0,qid:438,0,0,1,1,0,2,0,1,0,0,2,7,3,2,1.3,2
1,qid:438,0,0,0,1,0,1,0,0,0,0,3,6,1,0,1,1
0,qid:439,0,2,3,0,2,5,0,1,0,1,7,21,10,4,1.9,3
1,qid:439,1,0,1,1,0,1,0,0,0,1,2,7,3,0,1.7,2
1,qid:440,0,0,3,2,0,3,0,0,0,1,6,15,5,2,1.4,2
0,qid:440,1,1,1,1,0,2,0,0,0,2,5,14,6,2,2,3
1,qid:441,0,1,0,0,0,4,0,0,0,1,3,9,4,1,1.8,3
0,qid:441,1,0,1,1,2,0,0,0,0,0,6,11,3,1,2,3
1,qid:442,0,0,0,1,0,5,0,0,0,1,2,9,5,2,3,5
0,qid:442,1,0,2,4,3,2,0,0,0,1,9,23,8,2,1.9,3
0,qid:443,1,0,1,3,1,1,0,1,0,1,7,16,6,2,2.5,3
1,qid:443,1,0,1,2,0,3,0,0,0,0,5,12,6,1,2.8,5
0,qid:444,4,0,1,0,1,5,0,0,1,0,7,19,8,2,1.6,2
1,qid:444,2,2,2,2,1,2,0,0,0,0,8,20,8,3,2.1,4
0,qid:445,0,2,0,0,4,1,0,0,0,2,6,16,8,3,2.3,3
1,qid:445,0,1,0,0,1,2,0,0,1,1,4,10,6,1,2.5,3
1,qid:446,0,1,2,1,3,7,0,0,0,2,6,22,9,3,2.1,3
0,qid:446,3,0,0,3,2,7,0,0,1,0,5,21,8,2,2.6,5
1,qid:447,1,0,0,0,1,2,0,0,0,1,1,6,2,1,1.5,2
0,qid:447,1,0,3,1,2,2,0,0,0,1,6,20,9,2,2.2,3
1,qid:448,0,0,1,0,0,4,0,0,0,0,2,7,4,0,2.5,4
0,qid:448,2,0,0,3,3,4,0,0,0,0,9,21,9,4,1.8,3
1,qid:449,5,1,0,0,2,3,0,0,0,2,7,20,11,3,2.2,3
0,qid:449,0,1,0,2,3,4,0,1,0,1,5,20,6,1,1.8,3
1,qid:450,2,1,0,1,1,5,0,0,1,0,5,18,9,2,2.3,3
0,qid:450,2,1,1,2,2,2,0,0,0,1,11,23,11,3,1.5,2
1,qid:451,2,0,0,2,0,2,0,1,1,1,2,11,7,1,2,3
0,qid:451,2,1,2,2,1,0,0,1,0,1,4,15,7,1,1.4,2
1,qid:452,0,1,0,1,1,2,0,0,1,0,2,8,2,1,1.5,2
0,qid:452,0,1,0,3,6,0,0,1,0,1,4,17,8,3,1.6,3
1,qid:453,1,2,3,1,1,1,0,0,0,2,7,18,6,2,1.8,3
0,qid:453,4,2,0,2,3,1,0,0,0,4,7,23,11,4,1.8,4
0,qid:454,0,3,0,2,1,6,0,0,1,1,3,17,9,3,2,2
1,qid:454,2,0,0,0,0,3,0,0,0,0,3,8,3,1,1,1
1,qid:455,1,0,0,0,1,4,0,0,0,1,4,11,6,2,1.8,3
0,qid:455,1,0,0,0,1,3,0,0,0,0,6,13,6,1,2.3,4
1,qid:456,0,0,1,0,3,6,0,0,1,1,3,15,10,1,3.2,4
0,qid:456,3,1,2,0,1,3,0,1,2,0,7,21,10,3,1.7,3
0,qid:457,3,0,0,1,3,2,0,0,1,0,7,18,9,3,1.8,3
1,qid:457,1,1,2,1,1,2,0,0,0,0,3,11,6,2,2.2,4
1,qid:458,2,0,0,1,1,2,0,0,0,2,4,12,4,2,1.8,2
0,qid:458,2,1,1,1,0,3,1,0,1,1,5,16,7,2,1.7,3
1,qid:459,2,1,2,2,3,2,0,0,0,1,6,20,9,3,2.1,3
0,qid:459,1,3,1,0,3,1,0,1,1,2,2,15,6,1,1.7,2
0,qid:460,0,1,0,1,2,2,0,0,1,2,5,15,5,1,1.6,3
1,qid:460,0,2,1,0,0,3,0,0,0,1,6,14,5,2,1,1
1,qid:461,0,1,1,0,0,0,0,0,0,0,1,3,1,0,1,1
0,qid:461,0,1,0,0,0,5,0,0,1,0,5,15,7,1,2.7,5
1,qid:462,1,1,0,1,1,2,0,0,1,0,3,11,7,1,1.9,2
0,qid:462,3,1,3,1,2,2,0,0,0,2,6,23,6,0,2.2,3
1,qid:463,2,2,1,3,3,3,0,0,0,0,9,23,10,3,2.1,4
0,qid:463,3,1,0,0,2,3,0,0,0,1,10,22,10,3,1.6,3
1,qid:464,0,3,2,1,1,0,0,0,1,0,7,16,6,1,2.5,4
0,qid:464,1,1,1,1,2,5,0,0,0,0,9,23,11,3,2.1,3
0,qid:465,1,3,1,2,1,1,0,0,0,2,8,22,9,5,1.7,3
1,qid:465,2,2,2,1,0,1,0,0,1,0,4,14,7,0,1.9,2
0,qid:466,1,0,1,3,0,1,0,1,0,1,3,13,5,1,1.8,2
1,qid:466,1,1,1,3,0,3,0,0,0,0,10,21,8,2,2.6,4
0,qid:467,1,2,1,2,0,2,0,0,0,1,9,20,7,1,2.3,4
1,qid:467,0,3,0,2,1,1,0,0,1,0,7,16,7,1,1.4,2
1,qid:468,1,1,1,3,1,1,0,0,1,2,6,17,6,0,2.8,4
0,qid:468,2,2,3,1,0,1,0,1,1,0,4,17,6,1,3.3,5
1,qid:469,0,2,2,1,2,1,1,1,0,0,6,16,8,3,2,3
0,qid:469,1,1,0,2,1,6,1,0,1,1,7,21,10,4,2,4
0,qid:470,1,2,2,1,2,4,0,0,0,0,10,23,10,4,2.7,3
1,qid:470,2,1,0,1,1,2,0,0,0,0,6,14,7,3,2.6,4
1,qid:471,0,2,2,0,0,4,0,0,0,2,6,16,6,2,1.3,2
0,qid:471,0,4,0,0,0,1,0,1,0,1,3,13,4,1,1.5,2
1,qid:472,1,1,0,2,0,2,0,0,0,0,4,11,5,1,1.4,2
0,qid:472,1,0,2,0,0,8,0,1,0,0,1,13,3,0,2,3
0,qid:473,1,3,1,2,0,2,0,2,0,0,7,19,7,2,1.6,3
1,qid:473,2,2,1,0,1,3,0,0,0,0,4,13,4,1,1.8,3
0,qid:474,2,0,0,1,2,1,0,0,0,0,6,14,5,2,2,2
1,qid:474,1,0,0,0,0,3,0,0,0,0,5,11,5,1,1.4,2
1,qid:475,1,0,1,0,0,1,0,0,0,1,7,13,4,1,1.5,2
0,qid:475,0,0,3,2,2,3,0,0,1,1,5,18,8,2,2.8,4
0,qid:476,0,0,1,2,1,0,0,3,2,0,0,11,3,1,1.3,2
1,qid:476,0,1,0,5,2,2,0,0,0,0,8,20,10,2,2.1,3
1,qid:477,0,1,0,3,2,1,0,0,0,1,8,17,7,3,2.1,2
0,qid:477,0,1,1,4,0,0,0,0,0,1,5,13,5,2,2.6,3
1,qid:478,1,1,1,1,1,2,0,0,0,0,6,13,6,2,1.7,3
0,qid:478,2,1,2,2,2,0,0,0,0,0,4,15,7,1,2.3,3
1,qid:479,1,0,1,1,0,2,0,0,0,0,5,11,4,1,1.5,2
0,qid:479,2,1,2,0,1,1,0,1,2,1,9,22,8,2,2.1,2
0,qid:480,0,1,4,1,1,1,0,0,1,0,6,16,7,2,1.9,2
1,qid:480,2,1,1,1,0,1,0,0,0,0,6,14,5,2,2.2,3
1,qid:481,0,1,1,0,0,0,0,0,0,0,2,5,2,1,1.5,2
0,qid:481,1,1,0,0,0,3,0,0,0,0,7,14,4,2,2,2
1,qid:482,0,1,0,1,1,2,0,0,0,0,4,10,4,1,2,3
0,qid:482,0,1,1,0,3,1,0,0,1,0,5,14,7,2,2.1,2
1,qid:483,1,2,2,0,4,3,0,0,0,4,4,20,6,5,1.3,2
0,qid:483,0,1,2,2,5,2,0,2,0,2,7,23,8,3,1.5,2
1,qid:484,0,1,1,1,1,2,0,0,0,0,7,13,5,1,2.6,4
0,qid:484,1,1,2,0,3,2,0,1,0,0,5,15,7,2,2,3
0,qid:485,0,1,4,0,3,1,0,2,1,0,6,18,8,1,2.1,4
1,qid:485,0,3,0,0,4,1,0,0,1,1,5,15,6,1,2.5,4
1,qid:486,2,1,3,2,2,2,0,0,1,1,3,19,5,1,2,3
0,qid:486,1,2,4,4,1,1,0,1,1,0,4,19,8,3,2.9,3
1,qid:487,1,3,1,1,2,0,0,0,1,2,5,16,6,0,2.5,4
0,qid:487,2,1,3,3,1,2,0,1,1,0,8,22,7,2,2.6,3
1,qid:488,1,0,0,1,1,3,0,0,0,2,3,11,4,3,1,1
0,qid:488,0,5,1,1,2,0,1,1,1,0,3,16,6,0,2,4
0,qid:489,0,3,2,1,3,1,0,2,1,0,7,20,7,0,2.4,3
1,qid:489,2,2,0,2,1,2,0,0,0,2,7,18,7,1,2,2
0,qid:490,3,1,1,1,1,1,0,1,1,0,3,13,7,2,1.3,2
1,qid:490,0,2,4,0,1,5,0,1,0,1,4,18,6,0,1.3,2
0,qid:491,6,1,0,1,1,2,0,1,0,0,9,23,9,3,1.7,3
1,qid:491,2,1,1,0,3,1,0,1,0,0,7,19,5,1,1.6,2
1,qid:492,3,3,1,0,1,3,0,0,1,2,7,21,9,1,1.9,2
0,qid:492,1,3,1,0,1,2,0,1,0,0,4,13,4,1,1,1
1,qid:493,0,1,1,1,3,0,0,1,0,0,6,15,4,1,1,1
0,qid:493,2,2,1,2,0,3,0,1,0,0,4,16,5,0,1.2,2
1,qid:494,1,0,3,1,0,1,0,1,1,4,4,17,6,1,1.7,3
0,qid:494,1,3,3,3,0,1,0,2,1,0,5,21,7,1,2.4,3
0,qid:495,2,2,0,0,0,3,0,0,0,1,8,16,6,2,2.5,3
1,qid:495,2,1,2,1,1,1,0,0,0,0,6,16,7,1,2,3
0,qid:496,3,1,2,4,1,1,0,1,0,1,8,22,10,2,2.1,3
1,qid:496,2,0,2,2,2,1,0,1,0,2,7,19,7,2,2.6,5
0,qid:497,1,2,2,2,2,2,0,1,0,2,4,18,9,3,1.2,2
1,qid:497,2,1,3,5,1,2,0,0,0,1,6,21,10,3,1.8,3
0,qid:498,0,3,1,2,2,3,0,0,1,1,7,20,10,2,1.9,2
1,qid:498,3,0,0,2,0,2,0,0,0,1,2,10,4,1,2.5,4
1,qid:499,1,0,0,1,2,3,0,1,1,1,3,13,6,2,1.8,3
0,qid:499,0,1,0,2,1,6,0,1,0,5,1,17,10,1,3.1,5
0,qid:500,2,3,0,0,2,2,0,1,0,1,9,20,7,2,2.4,3
1,qid:500,2,0,1,1,2,2,0,0,1,0,5,14,7,2,2,3
